"State","County","Commodity","Value","Year","Yield_Mg_p_ha"
"Iowa","Mitchell","soybeans",55.6,"2018",3.74188
"Iowa","Winnebago","corn",180.8,"2018",11.35424
"Iowa","Winnebago","soybeans",51.8,"2018",3.48614
"Iowa","Worth","corn",180,"2018",11.304
"Iowa","Worth","soybeans",53.7,"2018",3.61401
"Iowa","Wright","corn",180.5,"2018",11.3354
"Iowa","Wright","soybeans",52.6,"2018",3.53998
"Iowa","Allamakee","corn",198.4,"2018",12.45952
"Iowa","Allamakee","soybeans",52.8,"2018",3.55344
"Iowa","Black Hawk","corn",206.2,"2018",12.94936
"Iowa","Black Hawk","soybeans",58.4,"2018",3.93032
"Iowa","Bremer","corn",212.4,"2018",13.33872
"Iowa","Bremer","soybeans",57.3,"2018",3.85629
"Iowa","Buchanan","corn",207.1,"2018",13.00588
"Iowa","Buchanan","soybeans",57.2,"2018",3.84956
"Iowa","Chickasaw","corn",192.9,"2018",12.11412
"Iowa","Chickasaw","soybeans",53.2,"2018",3.58036
"Iowa","Clayton","corn",201.5,"2018",12.6542
"Iowa","Clayton","soybeans",58.8,"2018",3.95724
"Iowa","Delaware","corn",224.8,"2018",14.11744
"Iowa","Delaware","soybeans",63.9,"2018",4.30047
"Iowa","Dubuque","corn",211.8,"2018",13.30104
"Iowa","Dubuque","soybeans",62,"2018",4.1726
"Iowa","Fayette","corn",200.1,"2018",12.56628
"Iowa","Fayette","soybeans",56.5,"2018",3.80245
"Iowa","Howard","corn",185.5,"2018",11.6494
"Iowa","Howard","soybeans",53.7,"2018",3.61401
"Iowa","Winneshiek","corn",198.1,"2018",12.44068
"Iowa","Winneshiek","soybeans",51.7,"2018",3.47941
"Iowa","Buena Vista","corn",193.1,"2018",12.12668
"Iowa","Buena Vista","soybeans",55.5,"2018",3.73515
"Iowa","Cherokee","corn",213.3,"2018",13.39524
"Iowa","Cherokee","soybeans",64.3,"2018",4.32739
"Iowa","Clay","corn",158.5,"2018",9.9538
"Iowa","Clay","soybeans",52.6,"2018",3.53998
"Iowa","Dickinson","corn",160.4,"2018",10.07312
"Iowa","Dickinson","soybeans",49.8,"2018",3.35154
"Iowa","Emmet","corn",155.8,"2018",9.78424
"Iowa","Emmet","soybeans",46.7,"2018",3.14291
"Iowa","Lyon","corn",193,"2018",12.1204
"Iowa","Lyon","soybeans",60.6,"2018",4.07838
"Iowa","O Brien","corn",201.6,"2018",12.66048
"Iowa","O Brien","soybeans",59.9,"2018",4.03127
"Iowa","Osceola","corn",180.2,"2018",11.31656
"Iowa","Osceola","soybeans",57.2,"2018",3.84956
"Iowa","Palo Alto","corn",157.9,"2018",9.91612
"Iowa","Palo Alto","soybeans",48.8,"2018",3.28424
"Iowa","Plymouth","corn",213.8,"2018",13.42664
"Iowa","Plymouth","soybeans",61.3,"2018",4.12549
"Iowa","Pocahontas","corn",179.2,"2018",11.25376
"Iowa","Pocahontas","soybeans",49.7,"2018",3.34481
"Iowa","Sioux","corn",211.9,"2018",13.30732
"Iowa","Sioux","soybeans",65.8,"2018",4.42834
"Iowa","Appanoose","soybeans",45.1,"2018",3.03523
"Iowa","Clarke","corn",161.8,"2018",10.16104
"Iowa","Clarke","soybeans",47.9,"2018",3.22367
"Iowa","Decatur","corn",172.5,"2018",10.833
"Iowa","Decatur","soybeans",48,"2018",3.2304
"Iowa","Lucas","soybeans",41.5,"2018",2.79295
"Iowa","Madison","corn",167.8,"2018",10.53784
"Iowa","Madison","soybeans",50.9,"2018",3.42557
"Iowa","Marion","corn",190.2,"2018",11.94456
"Iowa","Marion","soybeans",58.3,"2018",3.92359
"Iowa","Monroe","corn",167,"2018",10.4876
"Iowa","Monroe","soybeans",50.4,"2018",3.39192
"Iowa","Other (Combined) Counties","corn",142.6,"2018",8.95528
"Iowa","Ringgold","corn",153.3,"2018",9.62724
"Iowa","Ringgold","soybeans",47.2,"2018",3.17656
"Iowa","Union","corn",155.8,"2018",9.78424
"Iowa","Union","soybeans",48.6,"2018",3.27078
"Iowa","Warren","corn",163.6,"2018",10.27408
"Iowa","Warren","soybeans",52,"2018",3.4996
"Iowa","Wayne","corn",171.6,"2018",10.77648
"Iowa","Wayne","soybeans",49,"2018",3.2977
"Iowa","Davis","soybeans",50.2,"2018",3.37846
"Iowa","Des Moines","corn",195.4,"2018",12.27112
"Iowa","Des Moines","soybeans",63.8,"2018",4.29374
"Iowa","Henry","corn",189.7,"2018",11.91316
"Iowa","Henry","soybeans",62.3,"2018",4.19279
"Iowa","Jefferson","corn",198.8,"2018",12.48464
"Iowa","Jefferson","soybeans",62,"2018",4.1726
"Iowa","Keokuk","corn",203.7,"2018",12.79236
"Iowa","Keokuk","soybeans",57.7,"2018",3.88321
"Iowa","Lee","corn",201.3,"2018",12.64164
"Iowa","Lee","soybeans",64.7,"2018",4.35431
"Iowa","Louisa","corn",196.5,"2018",12.3402
"Iowa","Louisa","soybeans",58.1,"2018",3.91013
"Iowa","Mahaska","corn",207.7,"2018",13.04356
"Iowa","Mahaska","soybeans",59.7,"2018",4.01781
"Iowa","Other (Combined) Counties","corn",176.9,"2018",11.10932
"Iowa","Van Buren","corn",180.9,"2018",11.36052
"Iowa","Van Buren","soybeans",54.2,"2018",3.64766
"Iowa","Wapello","soybeans",60.2,"2018",4.05146
"Iowa","Washington","corn",214.3,"2018",13.45804
"Iowa","Washington","soybeans",61.5,"2018",4.13895
"Iowa","Adair","corn",149.5,"2018",9.3886
"Iowa","Adair","soybeans",50.1,"2018",3.37173
"Iowa","Adams","corn",171.6,"2018",10.77648
"Iowa","Adams","soybeans",53.2,"2018",3.58036
"Iowa","Cass","corn",169.5,"2018",10.6446
"Iowa","Cass","soybeans",52.6,"2018",3.53998
"Iowa","Fremont","corn",195.1,"2018",12.25228
"Iowa","Fremont","soybeans",50.6,"2018",3.40538
"Iowa","Montgomery","corn",191.5,"2018",12.0262
"Iowa","Montgomery","soybeans",51.8,"2018",3.48614
"Iowa","Other (Combined) Counties","corn",196.7,"2018",12.35276
"Iowa","Other (Combined) Counties","soybeans",52.1,"2018",3.50633
"Iowa","Page","corn",188.1,"2018",11.81268
"Iowa","Page","soybeans",50.5,"2018",3.39865
"Iowa","Taylor","corn",154.4,"2018",9.69632
"Iowa","Audubon","corn",180,"2018",11.304
"Iowa","Audubon","soybeans",52.3,"2018",3.51979
"Iowa","Calhoun","corn",193.3,"2018",12.13924
"Iowa","Calhoun","soybeans",53.1,"2018",3.57363
"Iowa","Carroll","corn",208.4,"2018",13.08752
"Iowa","Carroll","soybeans",59,"2018",3.9707
"Iowa","Crawford","corn",214,"2018",13.4392
"Iowa","Crawford","soybeans",61.7,"2018",4.15241
"Iowa","Greene","corn",201.3,"2018",12.64164
"Iowa","Greene","soybeans",55.5,"2018",3.73515
"Iowa","Guthrie","corn",192.2,"2018",12.07016
"Iowa","Guthrie","soybeans",52,"2018",3.4996
"Iowa","Harrison","corn",176,"2018",11.0528
"Iowa","Harrison","soybeans",52.6,"2018",3.53998
"Iowa","Ida","corn",222.2,"2018",13.95416
"Iowa","Ida","soybeans",63.8,"2018",4.29374
"Iowa","Monona","corn",181.4,"2018",11.39192
"Iowa","Monona","soybeans",55.3,"2018",3.72169
"Iowa","Sac","corn",213.5,"2018",13.4078
"Iowa","Sac","soybeans",60.7,"2018",4.08511
"Iowa","Shelby","corn",189.1,"2018",11.87548
"Iowa","Shelby","soybeans",57.8,"2018",3.88994
"Iowa","Woodbury","corn",219.3,"2018",13.77204
"Iowa","Woodbury","soybeans",59.5,"2018",4.00435
"Iowa","Boone","corn",192.4,"2017",12.08272
"Iowa","Boone","soybeans",56.7,"2017",3.81591
"Iowa","Dallas","corn",187.2,"2017",11.75616
"Iowa","Dallas","soybeans",54.6,"2017",3.67458
"Iowa","Grundy","corn",217.3,"2017",13.64644
"Iowa","Grundy","soybeans",63.6,"2017",4.28028
"Iowa","Hamilton","corn",194.6,"2017",12.22088
"Iowa","Hamilton","soybeans",57.2,"2017",3.84956
"Iowa","Hardin","corn",213.7,"2017",13.42036
"Iowa","Hardin","soybeans",59.7,"2017",4.01781
"Iowa","Jasper","corn",204.6,"2017",12.84888
"Iowa","Jasper","soybeans",60.5,"2017",4.07165
"Iowa","Marshall","corn",222.4,"2017",13.96672
"Iowa","Marshall","soybeans",63.5,"2017",4.27355
"Iowa","Polk","corn",200.3,"2017",12.57884
"Iowa","Polk","soybeans",57.1,"2017",3.84283
"Iowa","Poweshiek","corn",215.1,"2017",13.50828
"Iowa","Poweshiek","soybeans",56.6,"2017",3.80918
"Iowa","Story","corn",200.3,"2017",12.57884
"Iowa","Story","soybeans",57.9,"2017",3.89667
"Iowa","Tama","corn",220.6,"2017",13.85368
"Iowa","Tama","soybeans",59.5,"2017",4.00435
"Iowa","Webster","corn",197.9,"2017",12.42812
"Iowa","Webster","soybeans",57.9,"2017",3.89667
"Iowa","Benton","corn",215.3,"2017",13.52084
"Iowa","Benton","soybeans",57.6,"2017",3.87648
"Iowa","Cedar","corn",222.3,"2017",13.96044
"Iowa","Cedar","soybeans",59.6,"2017",4.01108
"Iowa","Clinton","corn",213.3,"2017",13.39524
"Iowa","Clinton","soybeans",59.7,"2017",4.01781
"Iowa","Iowa","corn",216.7,"2017",13.60876
"Iowa","Iowa","soybeans",56.7,"2017",3.81591
"Iowa","Jackson","corn",202.1,"2017",12.69188
"Iowa","Jackson","soybeans",59.2,"2017",3.98416
"Iowa","Johnson","corn",213.1,"2017",13.38268
"Iowa","Johnson","soybeans",56.4,"2017",3.79572
"Iowa","Jones","corn",217,"2017",13.6276
"Iowa","Jones","soybeans",54.9,"2017",3.69477
"Iowa","Linn","corn",217.4,"2017",13.65272
"Iowa","Linn","soybeans",56,"2017",3.7688
"Iowa","Muscatine","corn",206.8,"2017",12.98704
"Iowa","Muscatine","soybeans",60.3,"2017",4.05819
"Iowa","Scott","corn",220,"2017",13.816
"Iowa","Scott","soybeans",63.4,"2017",4.26682
"Iowa","Butler","corn",211.4,"2017",13.27592
"Iowa","Butler","soybeans",55.9,"2017",3.76207
"Iowa","Cerro Gordo","corn",208.9,"2017",13.11892
"Iowa","Cerro Gordo","soybeans",55.2,"2017",3.71496
"Iowa","Floyd","corn",203.4,"2017",12.77352
"Iowa","Floyd","soybeans",54.1,"2017",3.64093
"Iowa","Franklin","corn",206.1,"2017",12.94308
"Iowa","Franklin","soybeans",57,"2017",3.8361
"Iowa","Hancock","corn",200.2,"2017",12.57256
"Iowa","Hancock","soybeans",57.4,"2017",3.86302
"Iowa","Humboldt","corn",200.9,"2017",12.61652
"Iowa","Humboldt","soybeans",58,"2017",3.9034
"Iowa","Kossuth","corn",205.6,"2017",12.91168
"Iowa","Kossuth","soybeans",60.4,"2017",4.06492
"Iowa","Mitchell","corn",213.4,"2017",13.40152
"Iowa","Mitchell","soybeans",54.4,"2017",3.66112
"Iowa","Winnebago","corn",210.7,"2017",13.23196
"Iowa","Winnebago","soybeans",59.9,"2017",4.03127
"Iowa","Worth","corn",198.5,"2017",12.4658
"Iowa","Worth","soybeans",54.8,"2017",3.68804
"Iowa","Wright","corn",206.9,"2017",12.99332
"Iowa","Wright","soybeans",57.9,"2017",3.89667
"Iowa","Allamakee","corn",190.5,"2017",11.9634
"Iowa","Allamakee","soybeans",52.6,"2017",3.53998
"Iowa","Black Hawk","corn",209.2,"2017",13.13776
"Iowa","Black Hawk","soybeans",59.5,"2017",4.00435
"Iowa","Bremer","corn",212.7,"2017",13.35756
"Iowa","Bremer","soybeans",56.8,"2017",3.82264
"Iowa","Buchanan","corn",221.3,"2017",13.89764
"Iowa","Buchanan","soybeans",55.9,"2017",3.76207
"Iowa","Chickasaw","corn",194.4,"2017",12.20832
"Iowa","Chickasaw","soybeans",50.4,"2017",3.39192
"Iowa","Clayton","corn",213.6,"2017",13.41408
"Iowa","Clayton","soybeans",59,"2017",3.9707
"Iowa","Delaware","corn",218,"2017",13.6904
"Iowa","Delaware","soybeans",63,"2017",4.2399
"Iowa","Dubuque","corn",215.1,"2017",13.50828
"Iowa","Dubuque","soybeans",59.6,"2017",4.01108
"Iowa","Fayette","corn",207.6,"2017",13.03728
"Iowa","Fayette","soybeans",56.3,"2017",3.78899
"Iowa","Howard","corn",201.7,"2017",12.66676
"Iowa","Howard","soybeans",51.6,"2017",3.47268
"Iowa","Winneshiek","corn",199.7,"2017",12.54116
"Iowa","Winneshiek","soybeans",54.6,"2017",3.67458
"Iowa","Buena Vista","corn",187.9,"2017",11.80012
"Iowa","Buena Vista","soybeans",56.5,"2017",3.80245
"Iowa","Cherokee","corn",203.7,"2017",12.79236
"Iowa","Cherokee","soybeans",62.4,"2017",4.19952
"Iowa","Clay","corn",197.3,"2017",12.39044
"Iowa","Clay","soybeans",57.6,"2017",3.87648
"Iowa","Dickinson","corn",196.2,"2017",12.32136
"Iowa","Dickinson","soybeans",57.7,"2017",3.88321
"Iowa","Emmet","corn",210.1,"2017",13.19428
"Iowa","Emmet","soybeans",58.9,"2017",3.96397
"Iowa","Lyon","corn",218.9,"2017",13.74692
"Iowa","Lyon","soybeans",63.8,"2017",4.29374
"Iowa","O Brien","corn",213.8,"2017",13.42664
"Iowa","O Brien","soybeans",62.3,"2017",4.19279
"Iowa","Osceola","corn",211.6,"2017",13.28848
"Iowa","Osceola","soybeans",59.7,"2017",4.01781
"Iowa","Palo Alto","corn",195.4,"2017",12.27112
"Iowa","Palo Alto","soybeans",57.8,"2017",3.88994
"Iowa","Plymouth","corn",193,"2017",12.1204
"Iowa","Plymouth","soybeans",59.6,"2017",4.01108
"Iowa","Pocahontas","corn",190.9,"2017",11.98852
"Iowa","Pocahontas","soybeans",58.2,"2017",3.91686
"Iowa","Sioux","corn",220.7,"2017",13.85996
"Iowa","Sioux","soybeans",65.2,"2017",4.38796
"Iowa","Appanoose","corn",170,"2017",10.676
"Iowa","Appanoose","soybeans",50.7,"2017",3.41211
"Iowa","Lucas","soybeans",41.4,"2017",2.78622
"Iowa","Madison","corn",173.1,"2017",10.87068
"Iowa","Madison","soybeans",52.5,"2017",3.53325
"Iowa","Marion","corn",185.7,"2017",11.66196
"Iowa","Marion","soybeans",52.9,"2017",3.56017
"Iowa","Monroe","corn",169.9,"2017",10.66972
"Iowa","Monroe","soybeans",51,"2017",3.4323
"Iowa","Other (Combined) Counties","corn",129.7,"2017",8.14516
"Iowa","Other (Combined) Counties","soybeans",45,"2017",3.0285
"Iowa","Ringgold","corn",167.8,"2017",10.53784
"Iowa","Ringgold","soybeans",48.8,"2017",3.28424
"Iowa","Union","corn",147.9,"2017",9.28812
"Iowa","Union","soybeans",44.5,"2017",2.99485
"Iowa","Warren","corn",183.2,"2017",11.50496
"Iowa","Warren","soybeans",49.9,"2017",3.35827
"Iowa","Davis","corn",107.3,"2017",6.73844
"Iowa","Davis","soybeans",37.6,"2017",2.53048
"Iowa","Des Moines","corn",200.1,"2017",12.56628
"Iowa","Des Moines","soybeans",59.6,"2017",4.01108
"Iowa","Henry","corn",196.4,"2017",12.33392
"Iowa","Henry","soybeans",60.5,"2017",4.07165
"Iowa","Jefferson","corn",165.5,"2017",10.3934
"Iowa","Jefferson","soybeans",46.1,"2017",3.10253
"Iowa","Keokuk","corn",176.4,"2017",11.07792
"Iowa","Keokuk","soybeans",51.6,"2017",3.47268
"Iowa","Lee","corn",178,"2017",11.1784
"Iowa","Lee","soybeans",53.5,"2017",3.60055
"Iowa","Louisa","corn",216.6,"2017",13.60248
"Iowa","Louisa","soybeans",59,"2017",3.9707
"Iowa","Mahaska","corn",177.2,"2017",11.12816
"Iowa","Mahaska","soybeans",54.4,"2017",3.66112
"Iowa","Van Buren","corn",128.2,"2017",8.05096
"Iowa","Van Buren","soybeans",36.6,"2017",2.46318
"Iowa","Wapello","corn",153,"2017",9.6084
"Iowa","Wapello","soybeans",45,"2017",3.0285
"Iowa","Washington","corn",220.4,"2017",13.84112
"Iowa","Washington","soybeans",61.7,"2017",4.15241
"Iowa","Adair","corn",175.2,"2017",11.00256
"Iowa","Adair","soybeans",50.5,"2017",3.39865
"Iowa","Adams","corn",179.9,"2017",11.29772
"Iowa","Adams","soybeans",52.6,"2017",3.53998
"Iowa","Cass","corn",197.4,"2017",12.39672
"Iowa","Cass","soybeans",56.9,"2017",3.82937
"Iowa","Fremont","corn",204.5,"2017",12.8426
"Iowa","Fremont","soybeans",60.1,"2017",4.04473
"Iowa","Mills","corn",190.1,"2017",11.93828
"Iowa","Mills","soybeans",55.7,"2017",3.74861
"Iowa","Montgomery","corn",199.1,"2017",12.50348
"Iowa","Montgomery","soybeans",56.2,"2017",3.78226
"Iowa","Page","corn",193.1,"2017",12.12668
"Iowa","Page","soybeans",55.4,"2017",3.72842
"Iowa","Pottawattamie","corn",195.8,"2017",12.29624
"Iowa","Pottawattamie","soybeans",57,"2017",3.8361
"Iowa","Taylor","corn",175,"2017",10.99
"Iowa","Taylor","soybeans",52.8,"2017",3.55344
"Iowa","Audubon","corn",211.2,"2017",13.26336
"Iowa","Audubon","soybeans",57.2,"2017",3.84956
"Iowa","Calhoun","corn",195.1,"2017",12.25228
"Iowa","Calhoun","soybeans",57.5,"2017",3.86975
"Iowa","Carroll","corn",211.3,"2017",13.26964
"Iowa","Carroll","soybeans",60.4,"2017",4.06492
"Iowa","Crawford","corn",221.9,"2017",13.93532
"Iowa","Crawford","soybeans",61.3,"2017",4.12549
"Iowa","Greene","corn",202.2,"2017",12.69816
"Iowa","Greene","soybeans",56.7,"2017",3.81591
"Iowa","Guthrie","corn",197.6,"2017",12.40928
"Iowa","Guthrie","soybeans",59.2,"2017",3.98416
"Iowa","Harrison","corn",193.2,"2017",12.13296
"Iowa","Harrison","soybeans",53.7,"2017",3.61401
"Iowa","Ida","corn",215.7,"2017",13.54596
"Iowa","Ida","soybeans",62.1,"2017",4.17933
"Iowa","Monona","corn",196,"2017",12.3088
"Iowa","Monona","soybeans",57.1,"2017",3.84283
"Iowa","Sac","corn",194.5,"2017",12.2146
"Iowa","Sac","soybeans",57.8,"2017",3.88994
"Iowa","Shelby","corn",207.1,"2017",13.00588
"Iowa","Shelby","soybeans",58.2,"2017",3.91686
"Iowa","Woodbury","corn",200.5,"2017",12.5914
"Iowa","Woodbury","soybeans",58.1,"2017",3.91013
