"Year","County","Commodity","Data Item","Value","Value ton/ac","Value Mg/ha"
2019,"POLK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.6,5.5048,12.3512016724077
2019,"POLK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",51,1.53,3.43288376667342
2019,"POWESHIEK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200.3,5.6084,12.5836505339943
2019,"POWESHIEK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.4,1.602,3.59443123804629
2019,"STORY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.3,5.3004,11.8925863508992
2019,"STORY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",50,1.5,3.36557232026806
2019,"TAMA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",204.8,5.7344,12.8663586088968
2019,"TAMA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.4,1.602,3.59443123804629
2019,"WEBSTER","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.9,5.6812,12.7469929772713
2019,"WEBSTER","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.1,1.473,3.30499201850323
2019,"BENTON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.6,5.5328,12.4140256890527
2019,"BENTON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.9,1.737,3.89733274687041
2019,"CEDAR","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.7,5.4236,12.1690120241372
2019,"CLINTON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.1,5.4908,12.3197896640852
2019,"CLINTON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.5,1.785,4.00503106111899
2019,"IOWA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.6,5.3368,11.9742575725377
2019,"IOWA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.3,1.569,3.52038864700039
2019,"JACKSON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.5,5.194,11.6538550876482
2019,"JOHNSON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.3,5.0764,11.3899942177392
2019,"JOHNSON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.5,1.665,3.73578527549755
2019,"JONES","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203,5.684,12.7532753789358
2019,"JONES","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.2,1.716,3.85021473438666
2019,"LINN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",223.7,6.2636,14.0537325234873
2019,"LINN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.5,1.695,3.80309672190291
2019,"MUSCATINE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",173.2,4.8496,10.8811196829147
2019,"MUSCATINE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.2,1.656,3.71559184157594
2019,"OTHER (COMBINED) COUNTIES","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.2,1.656,3.71559184157594
2019,"SCOTT","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.4,5.3032,11.8988687525637
2019,"SCOTT","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.5,1.815,4.07234250752435
2019,"BUTLER","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",209.5,5.866,13.1616314871283
2019,"BUTLER","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55,1.65,3.70212955229487
2019,"CERRO GORDO","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.8,5.3704,12.0496463925117
2019,"CERRO GORDO","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.7,1.581,3.54731322556253
2019,"FLOYD","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.9,5.6812,12.7469929772713
2019,"FLOYD","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.3,1.629,3.65501153981111
2019,"FRANKLIN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.7,5.6756,12.7344281739423
2019,"FRANKLIN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.1,1.623,3.64154925053004
2019,"HANCOCK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.3,5.4124,12.1438824174792
2019,"HANCOCK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.6,1.488,3.33864774170591
2019,"HUMBOLDT","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.7,5.5636,12.4831321073623
2019,"HUMBOLDT","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.9,1.647,3.69539840765433
2019,"KOSSUTH","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.7,5.5636,12.4831321073623
2019,"KOSSUTH","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",57.4,1.722,3.86367702366773
2019,"MITCHELL","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.5,5.446,12.2192712374532
2019,"MITCHELL","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.8,1.494,3.35211003098699
2019,"WINNEBAGO","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.8,5.5664,12.4894145090268
2019,"WINNEBAGO","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.2,1.626,3.64828039517058
2019,"WORTH","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.5,5.502,12.3449192707432
2019,"WORTH","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",51,1.53,3.43288376667342
2019,"WRIGHT","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197,5.516,12.3763312790657
2019,"WRIGHT","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.1,1.623,3.64154925053004
2019,"ALLAMAKEE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.2,5.2416,11.7606559159447
2019,"BLACK HAWK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.1,5.7428,12.8852058138903
2019,"BLACK HAWK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.9,1.557,3.49346406843825
2019,"BREMER","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212.5,5.95,13.3501035370633
2019,"BREMER","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.5,1.575,3.53385093628146
2019,"BUCHANAN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",218.9,6.1292,13.7521772435913
2019,"BUCHANAN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.2,1.656,3.71559184157594
2019,"CHICKASAW","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",212.1,5.9388,13.3249739304053
2019,"CHICKASAW","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.5,1.635,3.66847382909219
2019,"CLAYTON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.5,5.53,12.4077432873882
2019,"CLAYTON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.4,1.692,3.79636557726237
2019,"DELAWARE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",204.5,5.726,12.8475114039033
2019,"DUBUQUE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",216.4,6.0592,13.5951172019788
2019,"DUBUQUE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.2,1.806,4.05214907360274
2019,"FAYETTE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200.5,5.614,12.5962153373233
2019,"FAYETTE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.5,1.665,3.73578527549755
2019,"HOWARD","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",194.2,5.4376,12.2004240324597
2019,"HOWARD","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.1,1.563,3.50692635771932
2019,"OTHER (COMBINED) COUNTIES","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.4,1.692,3.79636557726237
2019,"WINNESHIEK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200.4,5.6112,12.5899329356588
2019,"WINNESHIEK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.6,1.668,3.74251642013808
2019,"BUENA VISTA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.8,5.3424,11.9868223758667
2019,"BUENA VISTA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.5,1.605,3.60116238268682
2019,"CHEROKEE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",208.9,5.8492,13.1239370771413
2019,"CHEROKEE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.8,1.764,3.95791304863524
2019,"CLAY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.5,5.194,11.6538550876482
2019,"CLAY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.9,1.527,3.42615262203288
2019,"DICKINSON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170,4.76,10.6800828296506
2019,"DICKINSON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.3,1.539,3.45307720059503
2019,"LYON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.5,5.222,11.7166791042932
2019,"LYON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.8,1.644,3.68866726301379
2019,"O BRIEN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",204.9,5.7372,12.8726410105613
2019,"O BRIEN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56,1.68,3.76944099870023
2019,"OSCEOLA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.5,5.11,11.4653830377132
2019,"OSCEOLA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.5,1.515,3.39922804347074
2019,"OTHER (COMBINED) COUNTIES","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.2,5.3536,12.0119519825247
2019,"OTHER (COMBINED) COUNTIES","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54,1.62,3.6348181058895
2019,"PALO ALTO","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.3,5.5524,12.4580025007043
2019,"PALO ALTO","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.6,1.668,3.74251642013808
2019,"PLYMOUTH","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",217.8,6.0984,13.6830708252818
2019,"SIOUX","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.1,5.3788,12.0684935975052
2019,"SIOUX","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.8,1.824,4.09253594144596
2019,"APPANOOSE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.8,4.6704,10.4790459763866
2019,"MADISON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175.7,4.9196,11.0381797245272
2019,"MADISON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.3,1.569,3.52038864700039
2019,"MARION","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.7,4.7796,10.7240596413021
2019,"MARION","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54,1.62,3.6348181058895
2019,"MONROE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.3,4.5444,10.1963379014841
2019,"MONROE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.1,1.683,3.77617214334076
2019,"OTHER (COMBINED) COUNTIES","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152.3,4.2644,9.56809773503408
2019,"OTHER (COMBINED) COUNTIES","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",50.1,1.503,3.3723034649086
2019,"UNION","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168.9,4.7292,10.6109764113411
2019,"UNION","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.7,1.611,3.6146246719679
2019,"WARREN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.3,1.569,3.52038864700039
2019,"WAYNE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",151.4,4.2392,9.51155612005357
2019,"WAYNE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.5,1.575,3.53385093628146
2019,"DAVIS","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160,4.48,10.0518426632006
2019,"DAVIS","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.6,1.638,3.67520497373272
2019,"DES MOINES","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.9,4.9532,11.1135685445012
2019,"DES MOINES","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.1,1.653,3.7088606969354
2019,"HENRY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",164.5,4.606,10.3345507381031
2019,"HENRY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.9,1.707,3.83002130046505
2019,"JEFFERSON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.7,4.5556,10.2214675081421
2019,"JEFFERSON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.3,1.599,3.58770009340575
2019,"KEOKUK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175.4,4.9112,11.0193325195337
2019,"KEOKUK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.8,1.674,3.75597870941915
2019,"LEE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.5,4.83,10.8371428712632
2019,"LEE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.8,1.644,3.68866726301379
2019,"LOUISA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174.6,4.8888,10.9690733062177
2019,"LOUISA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.3,1.629,3.65501153981111
2019,"MAHASKA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.9,5.3172,11.9302807608862
2019,"MAHASKA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.7,1.611,3.6146246719679
2019,"VAN BUREN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171,4.788,10.7429068462956
2019,"VAN BUREN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.9,1.617,3.62808696124897
2019,"WAPELLO","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.5,4.942,11.0884389378432
2019,"WAPELLO","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.5,1.665,3.73578527549755
2019,"WASHINGTON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.9,5.0092,11.2392165777912
2019,"WASHINGTON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.7,1.641,3.68193611837326
2019,"ADAIR","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.5,4.942,11.0884389378432
2019,"ADAIR","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.3,1.599,3.58770009340575
2019,"CASS","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",200.3,5.6084,12.5836505339943
2019,"CASS","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.9,1.707,3.83002130046505
2019,"MILLS","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.9,5.6812,12.7469929772713
2019,"MONTGOMERY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",204.8,5.7344,12.8663586088968
2019,"MONTGOMERY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.3,1.749,3.92425732543256
2019,"OTHER (COMBINED) COUNTIES","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.6,5.3088,11.9114335558927
2019,"OTHER (COMBINED) COUNTIES","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.8,1.674,3.75597870941915
2019,"PAGE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.3,5.3564,12.0182343841892
2019,"PAGE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.9,1.677,3.76270985405969
2019,"POTTAWATTAMIE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",208,5.824,13.0673954621608
2019,"POTTAWATTAMIE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.5,1.755,3.93771961471363
2019,"TAYLOR","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161.7,4.5276,10.1586434914971
2019,"TAYLOR","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.9,1.497,3.35884117562752
2019,"AUDUBON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",216,6.048,13.5699875953208
2019,"AUDUBON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.9,1.767,3.96464419327577
2019,"CALHOUN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.8,5.5664,12.4894145090268
2019,"CALHOUN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.1,1.653,3.7088606969354
2019,"CARROLL","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",219.7,6.1516,13.8024364569073
2019,"CARROLL","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.8,1.764,3.95791304863524
2019,"CRAWFORD","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",234.7,6.5716,14.7447967065824
2019,"CRAWFORD","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",61.9,1.857,4.16657853249186
2019,"GREENE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201.4,5.6392,12.6527569523038
2019,"GREENE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.2,1.626,3.64828039517058
2019,"GUTHRIE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.7,5.5076,12.3574840740722
2019,"GUTHRIE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.2,1.626,3.64828039517058
2019,"MONONA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203.9,5.7092,12.8098169939163
2019,"MONONA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.8,1.674,3.75597870941915
2019,"OTHER (COMBINED) COUNTIES","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",210,5.88,13.1930434954508
2019,"OTHER (COMBINED) COUNTIES","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",55.9,1.677,3.76270985405969
2019,"SAC","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",220.6,6.1768,13.8589780718878
2019,"SAC","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.3,1.779,3.99156877183792
2019,"SHELBY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",217.3,6.0844,13.6516588169593
2019,"SHELBY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.7,1.761,3.9511819039947
2019,"WOODBURY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",218.2,6.1096,13.7082004319398
2019,"WOODBURY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",56.8,1.704,3.82329015582452
2018,"BOONE","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.7,5.4236,12.1690120241372
2018,"BOONE","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",54.6,1.638,3.67520497373272
2018,"DALLAS","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174,4.872,10.9313788962307
2018,"DALLAS","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.8,1.584,3.55404437020307
2018,"GRUNDY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",225.2,6.3056,14.1479685484549
2018,"GRUNDY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",61.9,1.857,4.16657853249186
2018,"HAMILTON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",188.9,5.2892,11.8674567442412
2018,"HAMILTON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",49.9,1.497,3.35884117562752
2018,"HARDIN","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",216.6,6.0648,13.6076820053078
2018,"HARDIN","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",59.3,1.779,3.99156877183792
2018,"JASPER","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",218.6,6.1208,13.7333300385978
2018,"JASPER","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.7,1.821,4.08580479680542
2018,"MARSHALL","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",226,6.328,14.1982277617709
2018,"MARSHALL","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",61.9,1.857,4.16657853249186
2018,"POLK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.2,5.2136,11.6978318992997
2018,"POLK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",53.4,1.602,3.59443123804629
2018,"POWESHIEK","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",218.7,6.1236,13.7396124402623
2018,"POWESHIEK","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.2,1.746,3.91752618079202
2018,"STORY","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.3,5.3844,12.0810584008342
2018,"STORY","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",52.8,1.584,3.55404437020307
2018,"TAMA","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",224.3,6.2804,14.0914269334743
2018,"TAMA","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",60.1,1.803,4.04541792896221
2018,"WEBSTER","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",188.1,5.2668,11.8171975309252
2018,"WEBSTER","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.1,1.533,3.43961491131396
2018,"BENTON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",214.6,6.0088,13.4820339720178
2018,"BENTON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",61,1.83,4.10599823072703
2018,"CEDAR","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",222.3,6.2244,13.9657789001843
2018,"CEDAR","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",63.3,1.899,4.26081455745936
2018,"CLINTON","corn","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",210.9,5.9052,13.2495851104313
2018,"CLINTON","soybeans","SOYBEANS - YIELD, MEASURED IN BU / ACRE",58.3,1.749,3.92425732543256
